strategy,start_fraction,n_starts,algo,func,dim,rep,fopt,time,iterations,seed
rand1bin,1/2,27,SMCO_EVO,Rastrigin,3000,0,-25204.272456824106,4941.384141257033,327,631936983
rand1bin,1/2,27,SMCO_EVO,Rastrigin,3000,1,-24837.778473373135,4953.4815484285355,327,886357985
rand1bin,1/2,27,SMCO_R_EVO,Rastrigin,3000,1,-24764.68110850486,4966.201914284378,327,886357985
rand1bin,1/2,27,SMCO_R_EVO,Rastrigin,3000,0,-25128.170933506903,5256.073326071724,327,631936983
rand1bin,1/2,27,SMCO_BR_EVO,Rastrigin,3000,0,-25247.31486669222,5640.481177428737,177,631936983
rand1bin,2/3,36,SMCO_EVO,Rastrigin,3000,0,-25195.643968536726,6524.437687754631,336,631936983
rand1bin,2/3,36,SMCO_R_EVO,Rastrigin,3000,0,-25122.890362611215,6548.981443958357,336,631936983
rand1bin,2/3,36,SMCO_BR_EVO,Rastrigin,3000,0,-25215.49087162921,7523.080478316173,186,631936983
rand1bin,3/4,41,SMCO_EVO,Rastrigin,3000,0,-25223.841874946476,7929.475292505696,341,631936983
rand1bin,3/4,41,SMCO_R_EVO,Rastrigin,3000,0,-25155.6081598415,7937.02186072804,341,631936983
rand1bin,4/5,44,SMCO_EVO,Rastrigin,3000,0,-25271.657118535164,7991.075296062976,344,631936983
rand1bin,4/5,44,SMCO_R_EVO,Rastrigin,3000,0,-25198.99873186996,8094.525326760486,344,631936983
rand1bin,3/4,41,SMCO_BR_EVO,Rastrigin,3000,0,-25249.190605307806,8577.93334422633,191,631936983
rand1bin,4/5,44,SMCO_BR_EVO,Rastrigin,3000,0,-25289.797118115843,9199.522696161643,194,631936983
rand1bin,full,55,SMCO_EVO,Rastrigin,3000,0,-25283.272301926583,9986.521612461656,355,631936983
rand1bin,full,55,SMCO_EVO,Rastrigin,3000,1,-25195.546589141282,9997.25874459371,355,886357985
rand1bin,full,55,SMCO_R_EVO,Rastrigin,3000,0,-25218.350762426096,10256.253645638004,355,631936983
rand1bin,1/2,27,SMCO_BR_EVO,Rastrigin,3000,1,-24891.398172046174,5318.514717362821,177,886357985
rand1bin,full,55,SMCO_R_EVO,Rastrigin,3000,1,-25129.273121473394,10624.671401122585,355,886357985
rand1bin,full,55,SMCO_BR_EVO,Rastrigin,3000,1,-25229.18425450349,11266.197345519438,205,886357985
rand1bin,full,55,SMCO_BR_EVO,Rastrigin,3000,0,-25316.354770557413,11518.423489095643,205,631936983
rand1bin,2/3,36,SMCO_EVO,Rastrigin,3000,1,-25076.316270840874,6628.268351215869,336,886357985
rand1bin,2/3,36,SMCO_R_EVO,Rastrigin,3000,1,-25005.980141100357,6669.80004215613,336,886357985
rand1bin,2/3,36,SMCO_BR_EVO,Rastrigin,3000,1,-25108.378223879536,7580.30023457855,186,886357985
